OrderID,OrderDate,CustomerID,CustomerSegment,ProductCategory,ProductName,UnitPrice,Quantity,Discount,Region,PaymentMode,Revenue,Year,Month,Day,Weekday,RevenuePerItem,DiscountAmount,OrdersPerCustomer,CustomerLifetimeValue,HighRevenueOrder
100027,2023-01-27,1020,Home Office,Furniture,Mobile,39852.78,4.0,0.12,South,Cash,140281.79,2023,1,27,Friday,35070.4475,19129.3344,7,834677.9,True
100028,2023-01-28,1160,Home Office,Clothing,Mobile,37750.35,1.0,0.11,North,UPI,33597.81,2023,1,28,Saturday,33597.81,4152.5385,11,1130685.52,False
100029,2023-01-29,1057,Consumer,Clothing,Laptop,1989.75,9.0,0.27,East,Card,13072.66,2023,1,29,Sunday,1452.5177777777778,4835.092500000001,9,802861.1900000001,False
100030,2023-01-30,1021,Home Office,Furniture,Mobile,19857.77,4.0,0.05,East,Card,75459.53,2023,1,30,Monday,18864.8825,3971.554,4,257936.2,False
100031,2023-01-31,1088,Home Office,Electronics,Laptop,46554.2,9.0,0.05,South,UPI,398038.41,2023,1,31,Tuesday,44226.49,20949.39,4,758123.9299999999,True
100032,2023-02-01,1048,Home Office,Electronics,Mobile,6461.07,6.0,0.1,South,Cash,34889.78,2023,2,1,Wednesday,5814.963333333333,3876.642,4,430447.93,False
100033,2023-02-02,1058,Home Office,Clothing,Table,36907.41,1.0,0.02,South,Card,36169.26,2023,2,2,Thursday,36169.26,738.1482000000001,3,409860.5,False
100034,2023-02-03,1169,Consumer,Electronics,Jeans,48734.67,3.0,0.05,East,Cash,138893.81,2023,2,3,Friday,46297.93666666667,7310.200500000001,6,674780.96,True
100035,2023-02-04,1187,Home Office,Clothing,Mobile,2799.49,2.0,0.29,West,Cash,3975.28,2023,2,4,Saturday,1987.64,1623.7041999999997,6,395942.47,False
100036,2023-02-05,1014,Corporate,Clothing,Chair,34173.26,9.0,0.13,East,UPI,267576.63,2023,2,5,Sunday,29730.736666666668,39982.7142,7,1014337.6900000001,True
100037,2023-02-06,1189,Corporate,Furniture,Jeans,23514.08,1.0,0.19,East,UPI,19046.4,2023,2,6,Monday,19046.4,4467.675200000001,13,1455580.4000000001,False
100038,2023-02-07,1189,Home Office,Furniture,Jeans,29042.93,9.0,0.22,South,Cash,203881.37,2023,2,7,Tuesday,22653.485555555555,57505.0014,13,1455580.4000000001,True
100039,2023-02-08,1174,Home Office,Furniture,Mobile,4450.0,9.0,0.11,East,Card,35644.5,2023,2,8,Wednesday,3960.5,4405.5,4,428451.77,False
100040,2023-02-09,1189,Corporate,Clothing,T-Shirt,2341.75,8.0,0.04,North,Card,17984.64,2023,2,9,Thursday,2248.08,749.36,13,1455580.4000000001,False
100041,2023-02-10,1050,Corporate,Furniture,Mobile,33409.96,8.0,0.06,East,UPI,251242.9,2023,2,10,Friday,31405.3625,16036.780799999999,8,757100.53,True
100042,2023-02-11,1107,Consumer,Electronics,Jeans,41200.81,1.0,0.09,East,Cash,37492.74,2023,2,11,Saturday,37492.74,3708.0728999999997,4,440534.51999999996,False
100043,2023-02-12,1054,Corporate,Electronics,Chair,39144.36,8.0,0.19,East,Card,253655.45,2023,2,12,Sunday,31706.93125,59499.4272,3,643576.48,True
100044,2023-02-13,1063,Corporate,Clothing,Jeans,27281.53,3.0,0.12,East,Card,72023.24,2023,2,13,Monday,24007.74666666667,9821.350799999998,1,72023.24,False
100045,2023-02-14,1130,Home Office,Clothing,Chair,5173.37,7.0,0.0,West,UPI,36213.59,2023,2,14,Tuesday,5173.37,0.0,6,876903.39,False
100046,2023-02-15,1050,Corporate,Furniture,Laptop,34464.61,1.0,0.16,East,Cash,28950.27,2023,2,15,Wednesday,28950.27,5514.3376,8,757100.53,False
100047,2023-02-16,1134,Consumer,Clothing,Table,12246.07,1.0,0.28,North,Card,8817.17,2023,2,16,Thursday,8817.17,3428.8996,5,655760.9,False
100048,2023-02-17,1020,Corporate,Clothing,Jeans,45571.22,5.0,0.24,North,UPI,173170.64,2023,2,17,Friday,34634.128000000004,54685.464,7,834677.9,True
100049,2023-02-18,1072,Home Office,Electronics,Mobile,41945.61,5.0,0.25,East,Card,157296.04,2023,2,18,Saturday,31459.208000000002,52432.0125,2,357248.04000000004,True
100050,2023-02-19,1166,Home Office,Electronics,Laptop,35527.27,8.0,0.24,South,Card,216005.8,2023,2,19,Sunday,27000.725,68212.3584,4,431501.07999999996,True
100051,2023-02-20,1017,Corporate,Furniture,Table,47452.53,7.0,0.1,West,Card,298950.94,2023,2,20,Monday,42707.27714285714,33216.771,3,530102.5700000001,True
100052,2023-02-21,1131,Home Office,Clothing,Mobile,1764.81,8.0,0.23,East,UPI,10871.23,2023,2,21,Tuesday,1358.90375,3247.2504,7,777375.62,False
100053,2023-02-22,1088,Consumer,Clothing,T-Shirt,36862.78,6.0,0.04,East,Cash,212329.61,2023,2,22,Wednesday,35388.26833333333,8847.0672,4,758123.9299999999,True
100054,2023-02-23,1059,Consumer,Electronics,Mobile,16646.09,6.0,0.2,East,UPI,79901.23,2023,2,23,Thursday,13316.871666666666,19975.308000000005,5,652111.9199999999,False
100055,2023-02-24,1013,Corporate,Clothing,Chair,45322.08,2.0,0.19,South,Cash,73421.77,2023,2,24,Friday,36710.885,17222.3904,5,553537.05,False
100056,2023-02-25,1008,Corporate,Electronics,Chair,13480.42,6.0,0.01,South,Card,80073.69,2023,2,25,Saturday,13345.615,808.8252000000001,5,876721.73,False
100057,2023-02-26,1089,Corporate,Furniture,T-Shirt,36297.85,5.0,0.24,South,Cash,137931.83,2023,2,26,Sunday,27586.365999999998,43557.42,10,1251200.77,True
100058,2023-02-27,1052,Home Office,Electronics,Laptop,43906.82,3.0,0.27,West,Card,96155.94,2023,2,27,Monday,32051.98,35564.5242,8,1074313.8599999999,True
100059,2023-02-28,1129,Consumer,Clothing,Table,2274.51,6.0,0.08,North,Card,12555.3,2023,2,28,Tuesday,2092.5499999999997,1091.7648000000002,8,961395.91,False
100060,2023-03-01,1083,Consumer,Furniture,Mobile,20002.85,8.0,0.24,South,UPI,121617.33,2023,3,1,Wednesday,15202.16625,38405.471999999994,6,627672.76,True
100061,2023-03-02,1091,Home Office,Electronics,Chair,38162.99,9.0,0.02,South,Card,336597.57,2023,3,2,Thursday,37399.73,6869.338199999999,8,1508712.87,True
100062,2023-03-03,1110,Consumer,Electronics,Laptop,22854.96,1.0,0.18,North,UPI,18741.07,2023,3,3,Friday,18741.07,4113.8928,9,730670.48,False
100063,2023-03-04,1187,Corporate,Furniture,T-Shirt,13509.18,3.0,0.15,North,Cash,34448.41,2023,3,4,Saturday,11482.803333333335,6079.131,6,395942.47,False
100064,2023-03-05,1198,Corporate,Furniture,Jeans,11146.31,3.0,0.16,South,Cash,28088.7,2023,3,5,Sunday,9362.9,5350.2288,3,398882.08,False
100065,2023-03-06,1171,Corporate,Electronics,Chair,6749.61,8.0,0.28,South,Card,38877.75,2023,3,6,Monday,4859.71875,15119.126400000001,5,481421.57,False
100066,2023-03-07,1007,Consumer,Clothing,T-Shirt,42885.05,1.0,0.26,West,UPI,31734.94,2023,3,7,Tuesday,31734.94,11150.113000000001,9,683338.46,False
100067,2023-03-08,1174,Corporate,Electronics,Mobile,28852.7,5.0,0.24,South,Card,109640.26,2023,3,8,Wednesday,21928.052,34623.24,4,428451.77,True
100068,2023-03-09,1034,Home Office,Furniture,Table,4003.97,3.0,0.08,North,UPI,11050.96,2023,3,9,Thursday,3683.653333333333,960.9528,5,1068645.37,False
100069,2023-03-10,1080,Home Office,Electronics,Chair,19252.5,2.0,0.27,South,UPI,28108.65,2023,3,10,Friday,14054.325,10396.35,6,493207.66,False
100070,2023-03-11,1163,Consumer,Furniture,Chair,18513.14,8.0,0.03,South,UPI,143661.97,2023,3,11,Saturday,17957.74625,4443.1536,7,813354.9099999999,True
100071,2023-03-12,1049,Home Office,Furniture,Mobile,9250.61,3.0,0.26,South,Cash,20536.35,2023,3,12,Sunday,6845.45,7215.475800000001,4,560005.5,False
100072,2023-03-13,1103,Home Office,Clothing,Jeans,21888.28,7.0,0.1,West,UPI,137896.16,2023,3,13,Monday,19699.45142857143,15321.796,8,776938.84,True
100073,2023-03-14,1131,Consumer,Furniture,Laptop,16738.55,1.0,0.02,West,Cash,16403.78,2023,3,14,Tuesday,16403.78,334.771,7,777375.62,False
100074,2023-03-15,1001,Corporate,Furniture,Table,17221.82,6.0,0.2,South,UPI,82664.74,2023,3,15,Wednesday,13777.456666666667,20666.184,5,592581.39,False
100075,2023-03-16,1133,Corporate,Clothing,Chair,37003.52,3.0,0.07,North,Cash,103239.82,2023,3,16,Thursday,34413.27333333334,7770.739200000001,4,519447.54000000004,True
100076,2023-03-17,1053,Corporate,Furniture,Table,11318.52,8.0,0.07,North,Cash,84209.79,2023,3,17,Friday,10526.22375,6338.3712000000005,9,1068759.23,False
100077,2023-03-18,1105,Consumer,Clothing,Chair,32164.63,6.0,0.09,East,Cash,175618.88,2023,3,18,Saturday,29269.813333333335,17368.9002,3,316288.88,True
100078,2023-03-19,1003,Home Office,Clothing,Table,28618.35,2.0,0.02,South,Card,56091.97,2023,3,19,Sunday,28045.985,1144.734,4,458501.97,False
100079,2023-03-20,1053,Corporate,Furniture,T-Shirt,28491.01,6.0,0.05,West,UPI,162398.76,2023,3,20,Monday,27066.460000000003,8547.303,9,1068759.23,True
100080,2023-03-21,1190,Corporate,Furniture,Chair,33217.77,7.0,0.0,North,Card,232524.39,2023,3,21,Tuesday,33217.770000000004,0.0,7,863465.8300000001,True
100081,2023-03-22,1145,Consumer,Electronics,Table,27509.43,5.0,0.13,East,UPI,119666.02,2023,3,22,Wednesday,23933.204,17881.1295,6,543347.16,True
100082,2023-03-23,1043,Corporate,Clothing,Laptop,26609.405,3.0,0.03,South,UPI,128001.88,2023,3,23,Thursday,42667.293333333335,2394.84645,5,525231.4,True
100083,2023-03-24,1161,Consumer,Electronics,T-Shirt,33843.89,4.0,0.2,North,Card,108300.45,2023,3,24,Friday,27075.1125,27075.112,4,442141.95999999996,True
100084,2023-03-25,1189,Home Office,Furniture,T-Shirt,27438.77,4.0,0.07,South,Cash,102072.22,2023,3,25,Saturday,25518.055,7682.855600000001,13,1455580.4000000001,True
100085,2023-03-26,1013,Consumer,Electronics,Laptop,41522.2,6.0,0.28,South,UPI,179375.9,2023,3,26,Sunday,29895.983333333334,69757.296,5,553537.05,True
100086,2023-03-27,1094,Consumer,Clothing,Table,30386.1,1.0,0.26,North,Cash,22485.71,2023,3,27,Monday,22485.71,7900.3859999999995,6,297117.0,False
100087,2023-03-28,1047,Consumer,Electronics,Mobile,26609.405,4.0,0.09,North,Card,53504.29,2023,3,28,Tuesday,13376.0725,9579.3858,8,874951.82,False
100088,2023-03-29,1014,Consumer,Clothing,Laptop,10513.33,4.0,0.23,North,Cash,32381.06,2023,3,29,Wednesday,8095.265,9672.2636,7,1014337.6900000001,False
100089,2023-03-30,1199,Home Office,Furniture,Table,7785.92,1.0,0.24,South,UPI,5917.3,2023,3,30,Thursday,5917.3,1868.6208,5,446393.79,False
100090,2023-03-31,1189,Home Office,Furniture,Laptop,44992.87,9.0,0.3,South,UPI,283455.08,2023,3,31,Friday,31495.00888888889,121480.749,13,1455580.4000000001,True
100091,2023-04-01,1039,Corporate,Clothing,Laptop,35564.74,4.0,0.18,East,UPI,116652.35,2023,4,1,Saturday,29163.0875,25606.6128,1,116652.35,True
100092,2023-04-02,1081,Home Office,Furniture,Chair,46881.45,7.0,0.02,West,Card,321606.75,2023,4,2,Sunday,45943.82142857143,6563.402999999999,5,493569.28,True
100093,2023-04-03,1110,Home Office,Furniture,Table,30243.93,3.0,0.19,South,UPI,73492.75,2023,4,3,Monday,24497.583333333332,17239.040100000002,9,730670.48,False
100094,2023-04-04,1052,Corporate,Furniture,Mobile,23775.36,3.0,0.19,West,Card,57774.12,2023,4,4,Tuesday,19258.04,13551.9552,8,1074313.8599999999,False
100095,2023-04-05,1023,Home Office,Furniture,Chair,3173.88,8.0,0.19,North,Cash,20566.74,2023,4,5,Wednesday,2570.8425,4824.2976,5,571190.0700000001,False
100096,2023-04-06,1153,Consumer,Clothing,Laptop,33647.79,8.0,0.09,South,UPI,244955.91,2023,4,6,Thursday,30619.48875,24226.4088,5,858997.31,True
100097,2023-04-07,1187,Consumer,Electronics,Jeans,29194.0,1.0,0.26,East,UPI,21603.56,2023,4,7,Friday,21603.56,7590.4400000000005,6,395942.47,False
100098,2023-04-08,1123,Corporate,Electronics,Laptop,49512.4,2.0,0.29,East,UPI,70307.61,2023,4,8,Saturday,35153.805,28717.192,6,281091.56,False
100099,2023-04-09,1040,Corporate,Furniture,Laptop,12110.11,8.0,0.07,West,Cash,90099.22,2023,4,9,Sunday,11262.4025,6781.661600000001,3,454227.81999999995,True
100100,2023-04-10,1156,Corporate,Electronics,Table,26630.72,1.0,0.03,North,UPI,25831.8,2023,4,10,Monday,25831.8,798.9216,3,108688.68000000001,False
100101,2023-04-11,1014,Consumer,Electronics,Table,32617.68,8.0,0.06,West,Card,245284.95,2023,4,11,Tuesday,30660.61875,15656.4864,7,1014337.6900000001,True
100102,2023-04-12,1044,Home Office,Furniture,Chair,32300.64,8.0,0.25,North,Cash,193803.84,2023,4,12,Wednesday,24225.48,64601.28,4,490683.66,True
100103,2023-04-13,1064,Consumer,Furniture,Mobile,28152.42,2.0,0.2,East,Cash,45043.87,2023,4,13,Thursday,22521.935,11260.968,5,391362.70999999996,False
100104,2023-04-14,1088,Corporate,Electronics,Chair,38891.01,4.0,0.19,West,Cash,126006.87,2023,4,14,Friday,31501.7175,29557.1676,4,758123.9299999999,True
100105,2023-04-15,1070,Home Office,Clothing,T-Shirt,10408.06,6.0,0.12,East,Cash,54954.56,2023,4,15,Saturday,9159.093333333332,7493.803199999999,3,141138.57,False
100106,2023-04-16,1008,Home Office,Furniture,Laptop,36336.23,9.0,0.17,East,Cash,271431.64,2023,4,16,Sunday,30159.071111111112,55594.4319,5,876721.73,True
100107,2023-04-17,1087,Consumer,Clothing,Jeans,31062.78,8.0,0.09,North,Card,226137.04,2023,4,17,Monday,28267.13,22365.201599999997,3,321034.31,True
100108,2023-04-18,1128,Corporate,Electronics,Laptop,44824.54,8.0,0.14,West,Cash,308392.84,2023,4,18,Tuesday,38549.105,50203.484800000006,8,1062963.57,True
100109,2023-04-19,1135,Consumer,Furniture,Laptop,42390.28,7.0,0.24,West,UPI,225516.29,2023,4,19,Wednesday,32216.61285714286,71215.67039999999,5,595216.79,True
100110,2023-04-20,1062,Home Office,Clothing,Chair,15894.32,9.0,0.29,East,Cash,101564.7,2023,4,20,Thursday,11284.966666666667,41484.1752,6,498203.39,True
100111,2023-04-21,1138,Consumer,Furniture,Jeans,13956.62,2.0,0.28,East,Cash,20097.53,2023,4,21,Friday,10048.765,7815.707200000001,2,87898.08,False
100112,2023-04-22,1080,Consumer,Electronics,Jeans,49086.34,3.0,0.28,South,Cash,106026.49,2023,4,22,Saturday,35342.16333333334,41232.5256,6,493207.66,True
100113,2023-04-23,1135,Corporate,Clothing,Jeans,26457.81,8.0,0.12,South,Cash,186262.98,2023,4,23,Sunday,23282.8725,25399.4976,5,595216.79,True
100114,2023-04-24,1162,Corporate,Electronics,Chair,45339.76,6.0,0.14,South,Cash,233953.16,2023,4,24,Monday,38992.193333333336,38085.398400000005,5,467604.64,True
100115,2023-04-25,1162,Home Office,Electronics,Laptop,8361.27,9.0,0.21,East,Card,59448.63,2023,4,25,Tuesday,6605.403333333333,15802.8003,5,467604.64,False
100116,2023-04-26,1032,Consumer,Furniture,Chair,32212.38,4.0,0.28,South,Card,92771.65,2023,4,26,Wednesday,23192.9125,36077.865600000005,7,736400.43,True
100117,2023-04-27,1122,Consumer,Clothing,Table,40531.04,5.0,0.04,South,Cash,311278.39,2023,4,27,Thursday,62255.678,8106.2080000000005,4,817443.52,True
100118,2023-04-28,1004,Consumer,Electronics,Table,47380.28,3.0,0.09,South,Card,129348.16,2023,4,28,Friday,43116.05333333334,12792.675599999999,6,482016.52,True
100119,2023-04-29,1040,Home Office,Electronics,Chair,16999.54,3.0,0.04,South,UPI,48958.68,2023,4,29,Saturday,16319.56,2039.9448000000002,3,454227.81999999995,False
100120,2023-04-30,1027,Home Office,Clothing,Jeans,36304.06,8.0,0.18,East,Cash,238154.63,2023,4,30,Sunday,29769.32875,52277.846399999995,9,1266081.74,True
100121,2023-05-01,1134,Corporate,Electronics,Laptop,27032.89,5.0,0.09,South,UPI,122999.65,2023,5,1,Monday,24599.93,12164.800500000001,5,655760.9,True
100122,2023-05-02,1071,Corporate,Electronics,Chair,3219.32,3.0,0.1,South,UPI,8692.16,2023,5,2,Tuesday,2897.3866666666668,965.7960000000002,3,53177.619999999995,False
100123,2023-05-03,1011,Corporate,Clothing,Chair,34561.99,1.0,0.02,North,Cash,33870.75,2023,5,3,Wednesday,33870.75,691.2398,8,985067.87,False
100124,2023-05-04,1161,Consumer,Clothing,Chair,34566.81,3.0,0.1,East,UPI,93330.39,2023,5,4,Thursday,31110.13,10370.043,4,442141.95999999996,True
100125,2023-05-05,1032,Consumer,Clothing,T-Shirt,46544.22,9.0,0.26,West,UPI,309984.51,2023,5,5,Friday,34442.723333333335,108913.4748,7,736400.43,True
100126,2023-05-06,1047,Corporate,Clothing,Table,24966.16,5.0,0.07,West,UPI,116092.64,2023,5,6,Saturday,23218.528,8738.156,8,874951.82,True
100127,2023-05-07,1150,Consumer,Furniture,Jeans,11666.5,2.0,0.21,North,Cash,18433.07,2023,5,7,Sunday,9216.535,4899.929999999999,9,963604.62,False
100128,2023-05-08,1061,Corporate,Clothing,Mobile,2419.28,7.0,0.19,North,Cash,13717.32,2023,5,8,Monday,1959.6171428571429,3217.6424000000006,6,314787.57,False
100129,2023-05-09,1036,Home Office,Furniture,Jeans,20898.98,2.0,0.26,East,UPI,30930.49,2023,5,9,Tuesday,15465.245,10867.4696,4,691604.77,False
100130,2023-05-10,1098,Corporate,Furniture,Mobile,15235.45,4.0,0.04,West,Cash,58504.13,2023,5,10,Wednesday,14626.0325,2437.672,13,2193932.5,False
100131,2023-05-11,1171,Home Office,Furniture,T-Shirt,38102.2,7.0,0.29,South,Cash,189367.93,2023,5,11,Thursday,27052.56142857143,77347.46599999999,5,481421.57,True
100132,2023-05-12,1103,Consumer,Electronics,Chair,17842.53,4.0,0.17,North,UPI,59237.2,2023,5,12,Friday,14809.3,12132.9204,8,776938.84,False
100133,2023-05-13,1034,Corporate,Furniture,T-Shirt,47463.75,7.0,0.3,West,Cash,232572.37,2023,5,13,Saturday,33224.624285714286,99673.875,5,1068645.37,True
100134,2023-05-14,1192,Consumer,Furniture,T-Shirt,48123.05,7.0,0.27,East,Card,245908.79,2023,5,14,Sunday,35129.827142857146,90952.56450000002,3,455704.2,True
100135,2023-05-15,1100,Home Office,Electronics,Laptop,31121.25,1.0,0.07,South,Cash,28942.76,2023,5,15,Monday,28942.76,2178.4875,7,524781.31,False
100136,2023-05-16,1174,Home Office,Electronics,Table,46447.28,6.0,0.02,East,Card,273110.01,2023,5,16,Tuesday,45518.335,5573.6736,4,428451.77,True
100137,2023-05-17,1130,Home Office,Electronics,Mobile,38090.55,9.0,0.08,North,UPI,315389.75,2023,5,17,Wednesday,35043.305555555555,27425.196,6,876903.39,True
100138,2023-05-18,1000,Consumer,Clothing,Chair,27433.61,2.0,0.16,West,Cash,46088.46,2023,5,18,Thursday,23044.23,8778.7552,8,950079.27,False
100139,2023-05-19,1004,Consumer,Electronics,Mobile,9179.34,3.0,0.05,West,UPI,26161.12,2023,5,19,Friday,8720.373333333333,1376.901,6,482016.52,False
100140,2023-05-20,1141,Consumer,Electronics,Jeans,23038.18,5.0,0.05,West,UPI,109431.36,2023,5,20,Saturday,21886.272,5759.545,5,217449.27,True
100141,2023-05-21,1102,Consumer,Furniture,Mobile,28131.55,9.0,0.14,West,UPI,217738.2,2023,5,21,Sunday,24193.133333333335,35445.753000000004,6,479184.77,True
100142,2023-05-22,1026,Home Office,Electronics,Jeans,43225.29,4.0,0.01,South,UPI,171172.15,2023,5,22,Monday,42793.0375,1729.0116,6,853668.75,True
100143,2023-05-23,1136,Home Office,Clothing,Table,24170.4,1.0,0.04,South,UPI,23203.58,2023,5,23,Tuesday,23203.58,966.816,5,767653.39,False
100144,2023-05-24,1014,Corporate,Electronics,Jeans,44904.2,4.0,0.12,East,Cash,158062.78,2023,5,24,Wednesday,39515.695,21554.016,7,1014337.6900000001,True
100145,2023-05-25,1089,Corporate,Clothing,Mobile,33782.58,6.0,0.02,South,Card,198641.57,2023,5,25,Thursday,33106.92833333334,4053.9096000000004,10,1251200.77,True
100146,2023-05-26,1041,Consumer,Electronics,Mobile,7022.55,5.0,0.12,North,Cash,30899.22,2023,5,26,Friday,6179.844,4213.53,3,180713.37,False
100147,2023-05-27,1123,Home Office,Electronics,Jeans,49750.07,1.0,0.14,North,Cash,42785.06,2023,5,27,Saturday,42785.06,6965.009800000001,6,281091.56,False
100148,2023-05-28,1178,Home Office,Electronics,T-Shirt,26456.19,4.0,0.14,West,Cash,91009.29,2023,5,28,Sunday,22752.3225,14815.466400000001,5,552456.77,True
100149,2023-05-29,1062,Home Office,Electronics,Table,19714.54,6.0,0.26,North,Cash,87532.56,2023,5,29,Monday,14588.76,30754.6824,6,498203.39,False
100150,2023-05-30,1095,Corporate,Clothing,Laptop,33023.87,4.0,0.16,East,Card,110960.2,2023,5,30,Tuesday,27740.05,21135.276800000003,8,865925.8,True
100151,2023-05-31,1051,Corporate,Clothing,Chair,5622.89,9.0,0.14,South,Cash,43521.17,2023,5,31,Wednesday,4835.685555555556,7084.841400000001,6,394485.66000000003,False
100152,2023-06-01,1095,Home Office,Furniture,Mobile,31899.62,5.0,0.12,South,UPI,140358.33,2023,6,1,Thursday,28071.665999999997,19139.772,8,865925.8,True
100153,2023-06-02,1131,Home Office,Clothing,Chair,25012.15,8.0,0.25,South,Cash,150072.9,2023,6,2,Friday,18759.1125,50024.3,7,777375.62,True
100154,2023-06-03,1150,Home Office,Electronics,Laptop,20452.37,9.0,0.27,North,Cash,134372.07,2023,6,3,Saturday,14930.230000000001,49699.2591,9,963604.62,True
100155,2023-06-04,1142,Corporate,Furniture,Chair,47660.4,5.0,0.26,South,Card,176343.48,2023,6,4,Sunday,35268.696,61958.520000000004,3,544020.71,True
100156,2023-06-05,1170,Home Office,Furniture,Laptop,26222.48,6.0,0.2,West,Card,125867.9,2023,6,5,Monday,20977.983333333334,31466.976000000002,2,365653.70999999996,True
100157,2023-06-06,1028,Home Office,Furniture,Jeans,11112.05,1.0,0.04,West,UPI,10667.57,2023,6,6,Tuesday,10667.57,444.48199999999997,5,316691.3,False
100158,2023-06-07,1035,Consumer,Electronics,T-Shirt,23056.38,7.0,0.08,West,Cash,148483.09,2023,6,7,Wednesday,21211.87,12911.5728,5,528701.8300000001,True
100159,2023-06-08,1012,Consumer,Clothing,Mobile,45985.49,4.0,0.01,North,Cash,182102.54,2023,6,8,Thursday,45525.635,1839.4196,5,871842.23,True
